spec,class,className,method,location,error
CipherSpec,org.owasp.benchmark.testcode.BenchmarkTest02374,BenchmarkTest02374,doPost,BenchmarkTest02374.java:84,InvalidSequenceOfMethodCalls
KeyGeneratorSpec,org.owasp.benchmark.testcode.BenchmarkTest02375,BenchmarkTest02375,doPost,BenchmarkTest02375.java:58,UnsafeAlgorithm
KeyGeneratorSpec,org.owasp.benchmark.testcode.BenchmarkTest02375,BenchmarkTest02375,doPost,BenchmarkTest02375.java:58,InvalidSequenceOfMethodCalls
CipherSpec,org.owasp.benchmark.testcode.BenchmarkTest02375,BenchmarkTest02375,doPost,BenchmarkTest02375.java:76,InvalidSequenceOfMethodCalls
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02385,BenchmarkTest02385,doPost,BenchmarkTest02385.java:74,UnsafeAlgorithm
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02385,BenchmarkTest02385,doPost,BenchmarkTest02385.java:74,InvalidSequenceOfMethodCalls
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02385,BenchmarkTest02385,doPost,BenchmarkTest02385.java:76,InvalidSequenceOfMethodCalls
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02386,BenchmarkTest02386,doPost,BenchmarkTest02386.java:66,UnsafeAlgorithm
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02386,BenchmarkTest02386,doPost,BenchmarkTest02386.java:66,InvalidSequenceOfMethodCalls
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02386,BenchmarkTest02386,doPost,BenchmarkTest02386.java:68,InvalidSequenceOfMethodCalls
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02387,BenchmarkTest02387,doPost,BenchmarkTest02387.java:66,UnsafeAlgorithm
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02387,BenchmarkTest02387,doPost,BenchmarkTest02387.java:66,InvalidSequenceOfMethodCalls
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02387,BenchmarkTest02387,doPost,BenchmarkTest02387.java:68,InvalidSequenceOfMethodCalls
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02388,BenchmarkTest02388,doPost,BenchmarkTest02388.java:66,UnsafeAlgorithm
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02388,BenchmarkTest02388,doPost,BenchmarkTest02388.java:66,InvalidSequenceOfMethodCalls
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02388,BenchmarkTest02388,doPost,BenchmarkTest02388.java:68,InvalidSequenceOfMethodCalls
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02391,BenchmarkTest02391,doPost,BenchmarkTest02391.java:70,UnsafeAlgorithm
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02391,BenchmarkTest02391,doPost,BenchmarkTest02391.java:70,InvalidSequenceOfMethodCalls
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02391,BenchmarkTest02391,doPost,BenchmarkTest02391.java:72,InvalidSequenceOfMethodCalls
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02392,BenchmarkTest02392,doPost,BenchmarkTest02392.java:70,UnsafeAlgorithm
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02392,BenchmarkTest02392,doPost,BenchmarkTest02392.java:70,InvalidSequenceOfMethodCalls
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02392,BenchmarkTest02392,doPost,BenchmarkTest02392.java:72,InvalidSequenceOfMethodCalls
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02393,BenchmarkTest02393,doPost,BenchmarkTest02393.java:70,UnsafeAlgorithm
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02393,BenchmarkTest02393,doPost,BenchmarkTest02393.java:70,InvalidSequenceOfMethodCalls
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02393,BenchmarkTest02393,doPost,BenchmarkTest02393.java:72,InvalidSequenceOfMethodCalls
KeyGeneratorSpec,org.owasp.benchmark.testcode.BenchmarkTest02458,BenchmarkTest02458,doPost,BenchmarkTest02458.java:66,UnsafeAlgorithm
KeyGeneratorSpec,org.owasp.benchmark.testcode.BenchmarkTest02458,BenchmarkTest02458,doPost,BenchmarkTest02458.java:66,InvalidSequenceOfMethodCalls
CipherSpec,org.owasp.benchmark.testcode.BenchmarkTest02458,BenchmarkTest02458,doPost,BenchmarkTest02458.java:86,InvalidSequenceOfMethodCalls
CipherSpec,org.owasp.benchmark.testcode.BenchmarkTest02459,BenchmarkTest02459,doPost,BenchmarkTest02459.java:71,UnsafeAlgorithm
CipherSpec,org.owasp.benchmark.testcode.BenchmarkTest02459,BenchmarkTest02459,doPost,BenchmarkTest02459.java:71,InvalidSequenceOfMethodCalls
CipherSpec,org.owasp.benchmark.testcode.BenchmarkTest02459,BenchmarkTest02459,doPost,BenchmarkTest02459.java:88,InvalidSequenceOfMethodCalls
CipherSpec,org.owasp.benchmark.testcode.BenchmarkTest02460,BenchmarkTest02460,doPost,BenchmarkTest02460.java:71,UnsafeAlgorithm
CipherSpec,org.owasp.benchmark.testcode.BenchmarkTest02460,BenchmarkTest02460,doPost,BenchmarkTest02460.java:71,InvalidSequenceOfMethodCalls
CipherSpec,org.owasp.benchmark.testcode.BenchmarkTest02460,BenchmarkTest02460,doPost,BenchmarkTest02460.java:88,InvalidSequenceOfMethodCalls
CipherSpec,org.owasp.benchmark.testcode.BenchmarkTest02461,BenchmarkTest02461,doPost,BenchmarkTest02461.java:60,UnsafeAlgorithm
CipherSpec,org.owasp.benchmark.testcode.BenchmarkTest02461,BenchmarkTest02461,doPost,BenchmarkTest02461.java:60,InvalidSequenceOfMethodCalls
CipherSpec,org.owasp.benchmark.testcode.BenchmarkTest02461,BenchmarkTest02461,doPost,BenchmarkTest02461.java:77,InvalidSequenceOfMethodCalls
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02474,BenchmarkTest02474,doPost,BenchmarkTest02474.java:66,UnsafeAlgorithm
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02474,BenchmarkTest02474,doPost,BenchmarkTest02474.java:66,InvalidSequenceOfMethodCalls
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02474,BenchmarkTest02474,doPost,BenchmarkTest02474.java:68,InvalidSequenceOfMethodCalls
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02475,BenchmarkTest02475,doPost,BenchmarkTest02475.java:66,UnsafeAlgorithm
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02475,BenchmarkTest02475,doPost,BenchmarkTest02475.java:66,InvalidSequenceOfMethodCalls
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02475,BenchmarkTest02475,doPost,BenchmarkTest02475.java:68,InvalidSequenceOfMethodCalls
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02476,BenchmarkTest02476,doPost,BenchmarkTest02476.java:66,UnsafeAlgorithm
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02476,BenchmarkTest02476,doPost,BenchmarkTest02476.java:66,InvalidSequenceOfMethodCalls
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02476,BenchmarkTest02476,doPost,BenchmarkTest02476.java:68,InvalidSequenceOfMethodCalls
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02478,BenchmarkTest02478,doPost,BenchmarkTest02478.java:70,UnsafeAlgorithm
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02478,BenchmarkTest02478,doPost,BenchmarkTest02478.java:70,InvalidSequenceOfMethodCalls
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02478,BenchmarkTest02478,doPost,BenchmarkTest02478.java:72,InvalidSequenceOfMethodCalls
CipherSpec,org.owasp.benchmark.testcode.BenchmarkTest02547,BenchmarkTest02547,doPost,BenchmarkTest02547.java:93,UnsafeAlgorithm
CipherSpec,org.owasp.benchmark.testcode.BenchmarkTest02547,BenchmarkTest02547,doPost,BenchmarkTest02547.java:93,InvalidSequenceOfMethodCalls
CipherSpec,org.owasp.benchmark.testcode.BenchmarkTest02547,BenchmarkTest02547,doPost,BenchmarkTest02547.java:110,InvalidSequenceOfMethodCalls
KeyGeneratorSpec,org.owasp.benchmark.testcode.BenchmarkTest02548,BenchmarkTest02548,doPost,BenchmarkTest02548.java:86,UnsafeAlgorithm
KeyGeneratorSpec,org.owasp.benchmark.testcode.BenchmarkTest02548,BenchmarkTest02548,doPost,BenchmarkTest02548.java:86,InvalidSequenceOfMethodCalls
CipherSpec,org.owasp.benchmark.testcode.BenchmarkTest02548,BenchmarkTest02548,doPost,BenchmarkTest02548.java:106,InvalidSequenceOfMethodCalls
KeyGeneratorSpec,org.owasp.benchmark.testcode.BenchmarkTest02549,BenchmarkTest02549,doPost,BenchmarkTest02549.java:86,UnsafeAlgorithm
KeyGeneratorSpec,org.owasp.benchmark.testcode.BenchmarkTest02549,BenchmarkTest02549,doPost,BenchmarkTest02549.java:86,InvalidSequenceOfMethodCalls
CipherSpec,org.owasp.benchmark.testcode.BenchmarkTest02549,BenchmarkTest02549,doPost,BenchmarkTest02549.java:106,InvalidSequenceOfMethodCalls
KeyGeneratorSpec,org.owasp.benchmark.testcode.BenchmarkTest02550,BenchmarkTest02550,doPost,BenchmarkTest02550.java:86,UnsafeAlgorithm
KeyGeneratorSpec,org.owasp.benchmark.testcode.BenchmarkTest02550,BenchmarkTest02550,doPost,BenchmarkTest02550.java:86,InvalidSequenceOfMethodCalls
CipherSpec,org.owasp.benchmark.testcode.BenchmarkTest02550,BenchmarkTest02550,doPost,BenchmarkTest02550.java:106,InvalidSequenceOfMethodCalls
CipherSpec,org.owasp.benchmark.testcode.BenchmarkTest02551,BenchmarkTest02551,doPost,BenchmarkTest02551.java:82,UnsafeAlgorithm
CipherSpec,org.owasp.benchmark.testcode.BenchmarkTest02551,BenchmarkTest02551,doPost,BenchmarkTest02551.java:82,InvalidSequenceOfMethodCalls
CipherSpec,org.owasp.benchmark.testcode.BenchmarkTest02551,BenchmarkTest02551,doPost,BenchmarkTest02551.java:99,InvalidSequenceOfMethodCalls
CipherSpec,org.owasp.benchmark.testcode.BenchmarkTest02552,BenchmarkTest02552,doPost,BenchmarkTest02552.java:91,UnsafeAlgorithm
CipherSpec,org.owasp.benchmark.testcode.BenchmarkTest02552,BenchmarkTest02552,doPost,BenchmarkTest02552.java:91,InvalidSequenceOfMethodCalls
CipherSpec,org.owasp.benchmark.testcode.BenchmarkTest02552,BenchmarkTest02552,doPost,BenchmarkTest02552.java:108,InvalidSequenceOfMethodCalls
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02573,BenchmarkTest02573,doPost,BenchmarkTest02573.java:88,UnsafeAlgorithm
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02573,BenchmarkTest02573,doPost,BenchmarkTest02573.java:88,InvalidSequenceOfMethodCalls
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02573,BenchmarkTest02573,doPost,BenchmarkTest02573.java:90,InvalidSequenceOfMethodCalls
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02574,BenchmarkTest02574,doPost,BenchmarkTest02574.java:88,UnsafeAlgorithm
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02574,BenchmarkTest02574,doPost,BenchmarkTest02574.java:88,InvalidSequenceOfMethodCalls
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02574,BenchmarkTest02574,doPost,BenchmarkTest02574.java:90,InvalidSequenceOfMethodCalls
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02575,BenchmarkTest02575,doPost,BenchmarkTest02575.java:88,UnsafeAlgorithm
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02575,BenchmarkTest02575,doPost,BenchmarkTest02575.java:88,InvalidSequenceOfMethodCalls
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02575,BenchmarkTest02575,doPost,BenchmarkTest02575.java:90,InvalidSequenceOfMethodCalls
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02577,BenchmarkTest02577,doPost,BenchmarkTest02577.java:92,UnsafeAlgorithm
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02577,BenchmarkTest02577,doPost,BenchmarkTest02577.java:92,InvalidSequenceOfMethodCalls
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02577,BenchmarkTest02577,doPost,BenchmarkTest02577.java:94,InvalidSequenceOfMethodCalls
KeyGeneratorSpec,org.owasp.benchmark.testcode.BenchmarkTest02658,BenchmarkTest02658,doPost,BenchmarkTest02658.java:65,UnsafeAlgorithm
KeyGeneratorSpec,org.owasp.benchmark.testcode.BenchmarkTest02658,BenchmarkTest02658,doPost,BenchmarkTest02658.java:65,InvalidSequenceOfMethodCalls
CipherSpec,org.owasp.benchmark.testcode.BenchmarkTest02658,BenchmarkTest02658,doPost,BenchmarkTest02658.java:85,InvalidSequenceOfMethodCalls
CipherSpec,org.owasp.benchmark.testcode.BenchmarkTest02659,BenchmarkTest02659,doPost,BenchmarkTest02659.java:70,UnsafeAlgorithm
CipherSpec,org.owasp.benchmark.testcode.BenchmarkTest02659,BenchmarkTest02659,doPost,BenchmarkTest02659.java:70,InvalidSequenceOfMethodCalls
CipherSpec,org.owasp.benchmark.testcode.BenchmarkTest02659,BenchmarkTest02659,doPost,BenchmarkTest02659.java:87,InvalidSequenceOfMethodCalls
KeyGeneratorSpec,org.owasp.benchmark.testcode.BenchmarkTest02660,BenchmarkTest02660,doPost,BenchmarkTest02660.java:63,UnsafeAlgorithm
KeyGeneratorSpec,org.owasp.benchmark.testcode.BenchmarkTest02660,BenchmarkTest02660,doPost,BenchmarkTest02660.java:63,InvalidSequenceOfMethodCalls
CipherSpec,org.owasp.benchmark.testcode.BenchmarkTest02660,BenchmarkTest02660,doPost,BenchmarkTest02660.java:83,InvalidSequenceOfMethodCalls
KeyGeneratorSpec,org.owasp.benchmark.testcode.BenchmarkTest02661,BenchmarkTest02661,doPost,BenchmarkTest02661.java:63,UnsafeAlgorithm
KeyGeneratorSpec,org.owasp.benchmark.testcode.BenchmarkTest02661,BenchmarkTest02661,doPost,BenchmarkTest02661.java:63,InvalidSequenceOfMethodCalls
CipherSpec,org.owasp.benchmark.testcode.BenchmarkTest02661,BenchmarkTest02661,doPost,BenchmarkTest02661.java:83,InvalidSequenceOfMethodCalls
CipherSpec,org.owasp.benchmark.testcode.BenchmarkTest02662,BenchmarkTest02662,doPost,BenchmarkTest02662.java:59,UnsafeAlgorithm
CipherSpec,org.owasp.benchmark.testcode.BenchmarkTest02662,BenchmarkTest02662,doPost,BenchmarkTest02662.java:59,InvalidSequenceOfMethodCalls
CipherSpec,org.owasp.benchmark.testcode.BenchmarkTest02662,BenchmarkTest02662,doPost,BenchmarkTest02662.java:76,InvalidSequenceOfMethodCalls
KeyGeneratorSpec,org.owasp.benchmark.testcode.BenchmarkTest02663,BenchmarkTest02663,doPost,BenchmarkTest02663.java:57,UnsafeAlgorithm
KeyGeneratorSpec,org.owasp.benchmark.testcode.BenchmarkTest02663,BenchmarkTest02663,doPost,BenchmarkTest02663.java:57,InvalidSequenceOfMethodCalls
CipherSpec,org.owasp.benchmark.testcode.BenchmarkTest02663,BenchmarkTest02663,doPost,BenchmarkTest02663.java:75,InvalidSequenceOfMethodCalls
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02670,BenchmarkTest02670,doPost,BenchmarkTest02670.java:73,UnsafeAlgorithm
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02670,BenchmarkTest02670,doPost,BenchmarkTest02670.java:73,InvalidSequenceOfMethodCalls
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02670,BenchmarkTest02670,doPost,BenchmarkTest02670.java:75,InvalidSequenceOfMethodCalls
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02671,BenchmarkTest02671,doPost,BenchmarkTest02671.java:73,UnsafeAlgorithm
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02671,BenchmarkTest02671,doPost,BenchmarkTest02671.java:73,InvalidSequenceOfMethodCalls
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02671,BenchmarkTest02671,doPost,BenchmarkTest02671.java:75,InvalidSequenceOfMethodCalls
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02672,BenchmarkTest02672,doPost,BenchmarkTest02672.java:73,UnsafeAlgorithm
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02672,BenchmarkTest02672,doPost,BenchmarkTest02672.java:73,InvalidSequenceOfMethodCalls
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02672,BenchmarkTest02672,doPost,BenchmarkTest02672.java:75,InvalidSequenceOfMethodCalls
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02673,BenchmarkTest02673,doPost,BenchmarkTest02673.java:73,UnsafeAlgorithm
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02673,BenchmarkTest02673,doPost,BenchmarkTest02673.java:73,InvalidSequenceOfMethodCalls
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02673,BenchmarkTest02673,doPost,BenchmarkTest02673.java:75,InvalidSequenceOfMethodCalls
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02674,BenchmarkTest02674,doPost,BenchmarkTest02674.java:65,UnsafeAlgorithm
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02674,BenchmarkTest02674,doPost,BenchmarkTest02674.java:65,InvalidSequenceOfMethodCalls
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02674,BenchmarkTest02674,doPost,BenchmarkTest02674.java:67,InvalidSequenceOfMethodCalls
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02675,BenchmarkTest02675,doPost,BenchmarkTest02675.java:65,UnsafeAlgorithm
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02675,BenchmarkTest02675,doPost,BenchmarkTest02675.java:65,InvalidSequenceOfMethodCalls
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02675,BenchmarkTest02675,doPost,BenchmarkTest02675.java:67,InvalidSequenceOfMethodCalls
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02677,BenchmarkTest02677,doPost,BenchmarkTest02677.java:69,UnsafeAlgorithm
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02677,BenchmarkTest02677,doPost,BenchmarkTest02677.java:69,InvalidSequenceOfMethodCalls
MessageDigestSpec,org.owasp.benchmark.testcode.BenchmarkTest02677,BenchmarkTest02677,doPost,BenchmarkTest02677.java:71,InvalidSequenceOfMethodCalls
